Census,pop,power converted,actual power,census_lat,census_long,Socioeconomic,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,SVI,disadvantaged,d,Bus,Latitude,Longitude
48439111409,5679,13.64,24.03355253,32.63594754,-97.15436067,0.0547,0.0701,0.1853,0.0349,0.0129,0,101,5444,32.4302,-97.0537
48251131100,5665,13.61,23.98069281,32.34325304,-97.40352655,0.6089,0.7234,0.3518,0.5074,0.5651,1,101,5444,32.4302,-97.0537
48139061100,5647,13.57,23.91021318,32.30241209,-96.83357587,0.383,0.6382,0.4967,0.7836,0.5741,0,101,5444,32.4302,-97.0537
48113017201,5636,13.54,23.85735346,32.72500473,-96.6247288,0.895,0.8546,0.8692,0.6714,0.9011,1,101,5444,32.4302,-97.0537
48113016620,5571,13.38,23.57543496,32.59702606,-96.8397106,0.4254,0.4794,0.6044,0.1404,0.3552,0,101,5444,32.4302,-97.0537
48113005901,5568,13.38,23.57543496,32.69310322,-96.80823812,0.8768,0.7537,0.8715,0.4257,0.797,1,101,5444,32.4302,-97.0537
48113016516,5556,13.35,23.52257524,32.65436568,-96.89995131,0.8396,0.791,0.7733,0.7364,0.8548,1,101,5444,32.4302,-97.0537
48113016509,5550,13.33,23.48733543,32.63136213,-96.91797179,0.3936,0.7012,0.5239,0.1256,0.3546,0,101,5444,32.4302,-97.0537
48139060212,5542,13.31,23.45209561,32.43984719,-96.82820373,0.1347,0.3647,0.2334,0.1272,0.1356,0,101,5444,32.4302,-97.0537
48251130304,5463,13.12,23.11731739,32.39652846,-97.35657717,0.4788,0.3017,0.3891,0.8404,0.5399,0,101,5444,32.4302,-97.0537
48113016903,5363,12.88,22.69443963,32.58473345,-96.66108604,0.6966,0.7686,0.7825,0.948,0.8823,1,101,5444,32.4302,-97.0537
48113016517,5335,12.82,22.58872019,32.63979832,-96.90028967,0.7438,0.8495,0.7274,0.5128,0.7487,0,101,5444,32.4302,-97.0537
48139061700,5289,12.71,22.39490122,32.3597545,-96.53270576,0.3389,0.4235,0.4637,0.2929,0.3385,0,101,5444,32.4302,-97.0537
48113009301,5249,12.61,22.21870215,32.72866666,-96.69295858,0.7761,0.2879,0.9285,0.3624,0.6429,1,101,5444,32.4302,-97.0537
48439111306,5222,12.55,22.11298272,32.56777586,-97.16034183,0.2268,0.4078,0.2387,0.1987,0.2066,0,101,5444,32.4302,-97.0537
48113011401,5217,12.53,22.0777429,32.67873126,-96.76712245,0.9269,0.9368,0.6129,0.9793,0.9724,1,101,5444,32.4302,-97.0537
48139060208,5190,12.47,21.97202346,32.4011705,-96.78629123,0.2019,0.3337,0.264,0.5576,0.2945,0,101,5444,32.4302,-97.0537
48439111204,5118,12.3,21.67248505,32.56583509,-97.27947779,0.3652,0.5602,0.0593,0.3019,0.2792,0,101,5444,32.4302,-97.0537
48251130210,5111,12.28,21.63724524,32.44002267,-97.34160516,0.4316,0.2588,0.2464,0.2755,0.2807,0,101,5444,32.4302,-97.0537
48213950800,5069,12.18,21.46104617,32.24067275,-96.15874485,0.673,0.5694,0.0298,0.2703,0.3946,1,101,5444,32.4302,-97.0537
48257051202,5069,12.18,21.46104617,32.46595948,-96.35432713,0.4143,0.5156,0.0713,0.6931,0.4195,0,101,5444,32.4302,-97.0537
48113016410,5066,12.17,21.44342627,32.66654362,-97.0264537,0.4187,0.5859,0.531,0.0355,0.2567,0,101,5444,32.4302,-97.0537
48113016412,5062,12.16,21.42580636,32.66233426,-96.99433795,0.0936,0.1588,0.5386,0.0207,0.057,0,101,5444,32.4302,-97.0537
48113005700,5041,12.11,21.33770683,32.69917951,-96.79990194,0.9722,0.8609,0.8973,0.8354,0.9626,1,101,5444,32.4302,-97.0537
48257051100,5010,12.04,21.21436748,32.57564045,-96.30592462,0.5469,0.7343,0.4273,0.9054,0.693,1,101,5444,32.4302,-97.0537
48113011300,5009,12.03,21.19674757,32.66628747,-96.79557021,0.6571,0.8849,0.6754,0.5404,0.7175,1,101,5444,32.4302,-97.0537
48113008701,4990,11.99,21.12626795,32.70094685,-96.764042,0.9689,0.9473,0.6433,0.9401,0.9739,1,101,5444,32.4302,-97.0537
48213950602,4972,11.95,21.05578832,32.33662607,-96.13968452,0.4391,0.6826,0.1033,0.3604,0.3675,1,101,5444,32.4302,-97.0537
48251130700,4954,11.9,20.96768879,32.35849884,-97.40431377,0.6221,0.497,0.5601,0.4228,0.5482,1,101,5444,32.4302,-97.0537
48113016513,4947,11.89,20.95006888,32.63527825,-96.93355298,0.3059,0.3137,0.4656,0.0526,0.1795,0,101,5444,32.4302,-97.0537
48113016618,4939,11.87,20.91482907,32.60217039,-96.8653392,0.4124,0.5945,0.5373,0.3455,0.4418,0,101,5444,32.4302,-97.0537
48439111309,4916,11.81,20.80910963,32.55774751,-97.12549446,0.4951,0.4066,0.5888,0.6969,0.5678,0,101,5444,32.4302,-97.0537
48113016518,4908,11.79,20.77386982,32.65484836,-96.91731769,0.6955,0.9761,0.6538,0.6461,0.812,1,101,5444,32.4302,-97.0537
48139060209,4890,11.75,20.70339019,32.48348252,-96.86580957,0.0908,0.3354,0.2672,0.0754,0.0927,0,101,5444,32.4302,-97.0537
48113011105,4868,11.7,20.61529066,32.65255255,-96.8268799,0.7793,0.9253,0.8795,0.3603,0.7857,1,101,5444,32.4302,-97.0537
48113016626,4831,11.61,20.4567115,32.58411016,-96.94206692,0.7503,0.7204,0.7181,0.7098,0.7746,1,101,5444,32.4302,-97.0537
48113005902,4827,11.6,20.43909159,32.69621624,-96.81869471,0.9703,0.9973,0.855,0.9827,0.9987,1,101,5444,32.4302,-97.0537
48257050701,4815,11.57,20.38623187,32.65470691,-96.34180182,0.3448,0.3743,0.3399,0.174,0.2535,0,101,5444,32.4302,-97.0537
48113011601,4807,11.55,20.35099206,32.70026138,-96.70179445,0.9397,0.9251,0.8219,0.5007,0.8907,1,101,5444,32.4302,-97.0537
48139060702,4779,11.48,20.22765271,32.5045665,-96.95880995,0.2556,0.3128,0.2557,0.3929,0.2604,0,101,5444,32.4302,-97.0537
48113016523,4735,11.38,20.05145365,32.56865821,-96.99764039,0.1904,0.2404,0.4424,0.4521,0.2753,0,101,5444,32.4302,-97.0537
48113016511,4715,11.33,19.96335412,32.62638857,-96.94917238,0.7258,0.8179,0.7244,0.1832,0.6196,1,101,5444,32.4302,-97.0537
48113008802,4715,11.33,19.96335412,32.71030532,-96.78745158,0.9493,0.8866,0.8762,0.527,0.8998,1,101,5444,32.4302,-97.0537
48113011101,4555,10.94,19.27617776,32.65818963,-96.84832096,0.5592,0.8506,0.6806,0.3058,0.5997,1,101,5444,32.4302,-97.0537
48251131000,4540,10.91,19.22331804,32.33092757,-97.39989539,0.1744,0.3285,0.1477,0.043,0.0753,0,101,5444,32.4302,-97.0537
48113016610,4523,10.87,19.15283842,32.61129059,-96.83205878,0.3122,0.752,0.5036,0.5291,0.4779,0,101,5444,32.4302,-97.0537
48113016704,4435,10.66,18.78282038,32.61722226,-96.77587988,0.7123,0.9473,0.6318,0.0305,0.5052,1,101,5444,32.4302,-97.0537
48139060400,4418,10.61,18.69472085,32.36471753,-96.82949883,0.6993,0.8583,0.4715,0.6514,0.7062,1,101,5444,32.4302,-97.0537
48439111406,4412,10.6,18.67710094,32.60413032,-97.15988981,0.0495,0.5932,0.3179,0.0434,0.0964,0,101,5444,32.4302,-97.0537
48213950700,4398,10.57,18.62424122,32.31975613,-96.28454562,0.7217,0.6616,0.2385,0.4585,0.5574,1,101,5444,32.4302,-97.0537
48113006100,4363,10.48,18.46566206,32.69856488,-96.84857856,0.725,0.9592,0.828,0.7704,0.8927,1,101,5444,32.4302,-97.0537
48113016615,4335,10.41,18.34232271,32.5752953,-96.93343485,0.5343,0.3143,0.7372,0.1537,0.4086,0,101,5444,32.4302,-97.0537
48349970500,4332,10.41,18.34232271,32.1023432,-96.4798868,0.5657,0.964,0.64,0.3658,0.6569,1,101,5444,32.4302,-97.0537
48139060300,4318,10.37,18.27184309,32.39773236,-96.82908047,0.5128,0.8343,0.5551,0.4702,0.592,0,101,5444,32.4302,-97.0537
48113016802,4233,10.17,17.91944496,32.56729712,-96.78115774,0.5356,0.4978,0.6482,0.098,0.3906,0,101,5444,32.4302,-97.0537
48113009303,4201,10.09,17.7784857,32.72320161,-96.71927462,0.6999,0.5388,0.9516,0.1703,0.5983,1,101,5444,32.4302,-97.0537
48439111513,4186,10.06,17.72562599,32.66346214,-97.07064688,0.2905,0.3457,0.6266,0.1709,0.2938,0,101,5444,32.4302,-97.0537
48113011104,4177,10.04,17.69038617,32.65184122,-96.83525928,0.8271,0.9035,0.8717,0.7157,0.8984,1,101,5444,32.4302,-97.0537
48349970400,4151,9.97,17.56704683,32.04327355,-96.74431759,0.6442,0.8692,0.2374,0.2377,0.4996,1,101,5444,32.4302,-97.0537
48113016617,4145,9.96,17.54942692,32.61197026,-96.88774656,0.0781,0.5327,0.5482,0.0424,0.1369,0,101,5444,32.4302,-97.0537
48113020200,4106,9.86,17.37322785,32.68578024,-96.7293856,0.8762,0.783,0.7314,0.4092,0.7631,1,101,5444,32.4302,-97.0537
48257050300,4104,9.86,17.37322785,32.75095206,-96.31087705,0.7628,0.8983,0.4776,0.93,0.8614,1,101,5444,32.4302,-97.0537
48251130303,4086,9.82,17.30274823,32.37687449,-97.32266999,0.6553,0.272,0.5182,0.5991,0.5557,1,101,5444,32.4302,-97.0537
48251130800,4078,9.8,17.26750841,32.36502452,-97.39010337,0.7256,0.8462,0.6092,0.9845,0.9069,1,101,5444,32.4302,-97.0537
48113016622,4069,9.78,17.2322686,32.55479371,-96.83928183,0.5817,0.6275,0.7659,0.3219,0.5766,1,101,5444,32.4302,-97.0537
48213950601,4028,9.68,17.05606954,32.31483619,-96.1238499,0.5671,0.7778,0.0098,0.323,0.4044,1,101,5444,32.4302,-97.0537
48139061000,4018,9.65,17.00320982,32.17471711,-96.92951565,0.4268,0.6064,0.2948,0.4362,0.4209,1,101,5444,32.4302,-97.0537
48439111541,3999,9.61,16.93273019,32.65227264,-97.10977122,0.5926,0.5009,0.5752,0.0896,0.3902,0,101,5444,32.4302,-97.0537
48251130205,3919,9.42,16.59795197,32.54880877,-97.33535905,0.3276,0.2467,0.2211,0.1753,0.1991,0,101,5444,32.4302,-97.0537
48113010904,3902,9.37,16.50985243,32.67557796,-96.87210659,0.8668,0.764,0.8684,0.3919,0.779,1,101,5444,32.4302,-97.0537
48113008704,3845,9.24,16.28079365,32.69515805,-96.78144316,0.9085,0.841,0.7425,0.9137,0.9403,1,101,5444,32.4302,-97.0537
48113010903,3833,9.21,16.22793393,32.67643996,-96.88681365,0.871,0.6296,0.9302,0.807,0.8963,1,101,5444,32.4302,-97.0537
48113016619,3794,9.12,16.06935477,32.6118337,-96.84899994,0.4164,0.9939,0.4422,0.8149,0.7224,1,101,5444,32.4302,-97.0537
48349970100,3793,9.11,16.05173486,32.23102696,-96.40492247,0.7273,0.8406,0.5272,0.6256,0.7152,1,101,5444,32.4302,-97.0537
48217960100,3706,8.9,15.68171683,32.17267734,-97.16409756,0.5792,0.7895,0.3558,0.5962,0.5964,0,101,5444,32.4302,-97.0537
48113016607,3704,8.9,15.68171683,32.65296501,-96.88635304,0.7496,0.5949,0.6737,0.4886,0.6717,1,101,5444,32.4302,-97.0537
48113011002,3692,8.87,15.62885711,32.68194113,-96.8321522,0.7346,0.9341,0.5383,0.5665,0.741,1,101,5444,32.4302,-97.0537
48217961100,3668,8.81,15.52313767,32.00922827,-97.01191452,0.384,0.4137,0.2114,0.9154,0.5186,0,101,5444,32.4302,-97.0537
48113016522,3656,8.78,15.47027795,32.60271354,-96.98316027,0.3984,0.2408,0.5427,0.4675,0.3975,0,101,5444,32.4302,-97.0537
48439111408,3573,8.58,15.11787982,32.61997957,-97.1911941,0.0691,0.4275,0.3145,0.7391,0.3212,0,101,5444,32.4302,-97.0537
48217960800,3442,8.27,14.57166271,32.01860985,-97.11002096,0.6939,0.7621,0.4631,0.812,0.725,1,101,5444,32.4302,-97.0537
48439111407,3436,8.26,14.55404281,32.62743958,-97.14814699,0.2884,0.4072,0.197,0.06,0.1523,0,101,5444,32.4302,-97.0537
48439111312,3423,8.22,14.48356318,32.56963226,-97.10723727,0.0232,0.1584,0.0826,0.0806,0.0269,0,101,5444,32.4302,-97.0537
48113011103,3399,8.17,14.39546365,32.66821608,-96.83107394,0.919,0.9106,0.7708,0.4913,0.8581,1,101,5444,32.4302,-97.0537
48439111307,3390,8.14,14.34260393,32.58474693,-97.14579476,0.4822,0.6935,0.3655,0.619,0.5419,0,101,5444,32.4302,-97.0537
48021950400,8988,21.59,98.65649962,30.10712788,-97.30842827,0.2752,0.488,0.101,0.8458,0.4186,0,102,6003,30.1456,-97.2708
48021950501,8753,21.03,96.09755382,30.21591285,-97.28766138,0.636,0.2413,0.5471,0.844,0.6271,1,102,6003,30.1456,-97.2708
48453001835,6729,16.17,73.88955993,30.38683739,-97.66153378,0.5394,0.1461,0.7863,0.7257,0.5762,1,102,6003,30.1456,-97.2708
48021950502,6338,15.23,69.59418663,30.16536804,-97.17576733,0.2483,0.4417,0.1949,0.3464,0.259,0,102,6003,30.1456,-97.2708
48331950300,4207,10.11,75.48,30.70909836,-97.09291011,0.3343,0.8217,0.1679,0.5314,0.4313,0,103,6005,30.1456,-97.2708
48287000100,4998,12.01,8.501418239,30.42860007,-97.07432436,0.2646,0.4557,0.0337,0.3967,0.2446,0,104,6012,30.303885,-97.218899
48491020113,2941,7.07,5.004581761,30.67081668,-97.65867395,0.3919,0.3697,0.1542,0.7596,0.427,0,104,6012,30.303885,-97.218899
48209010807,2179,5.24,5.511,30.14220774,-98.16736961,0.2522,0.5455,0.1119,0.7188,0.376,0,105,6014,29.700745,-97.301328
48453001858,23453,56.35,13.2933636,30.45956671,-97.57751881,0.0651,0.1203,0.2925,0.009,0.0152,0,106,6027,30.338584,-97.361224
48453001855,19333,46.45,10.95788357,30.47495261,-97.60968943,0.2372,0.3133,0.3866,0.1303,0.1926,0,106,6027,30.338584,-97.361224
48453001841,17242,41.42,9.771270993,30.42768968,-97.63113552,0.4544,0.3342,0.7391,0.7307,0.586,0,106,6027,30.338584,-97.361224
48491021507,13422,32.25,7.608003127,30.5536808,-97.66669041,0.1742,0.266,0.3732,0.2856,0.2124,0,106,6027,30.338584,-97.361224
48453001842,12791,30.73,7.249424375,30.39522242,-97.61653194,0.6947,0.598,0.8024,0.8183,0.7878,1,106,6027,30.338584,-97.361224
48453001840,11694,28.1,6.628988771,30.42909344,-97.65417962,0.3992,0.4788,0.7473,0.5262,0.533,0,106,6027,30.338584,-97.361224
48491020703,11296,27.14,6.402517981,30.48871191,-97.6463776,0.3074,0.4748,0.504,0.2246,0.3209,0,106,6027,30.338584,-97.361224
48491020510,11131,26.74,6.308155151,30.49304687,-97.75061716,0.057,0.18,0.4887,0.1214,0.1125,0,106,6027,30.338584,-97.361224
48491020807,10703,25.71,6.065170865,30.51476551,-97.55937412,0.2903,0.3271,0.3724,0.0167,0.1148,0,106,6027,30.338584,-97.361224
48491020603,10647,25.58,6.034502946,30.5436769,-97.72003995,0.1533,0.1821,0.325,0.0401,0.0687,0,106,6027,30.338584,-97.361224
48491020313,10571,25.4,5.992039672,30.51420521,-97.81056555,0.1128,0.3854,0.2257,0.277,0.1788,0,106,6027,30.338584,-97.361224
48491020504,10445,25.09,5.918908479,30.47715802,-97.69405494,0.2627,0.2067,0.5647,0.6085,0.3767,0,106,6027,30.338584,-97.361224
48453001851,10003,24.03,5.668846981,30.45961644,-97.6790503,0.3047,0.2331,0.6155,0.7322,0.4551,0,106,6027,30.338584,-97.361224
48491020315,8926,21.44,5.05784766,30.5259166,-97.77109944,0.1339,0.2224,0.2867,0.1088,0.1108,0,106,6027,30.338584,-97.361224
48453001839,8762,21.05,4.965843902,30.40473797,-97.65887912,0.2583,0.068,0.7548,0.2005,0.2323,1,106,6027,30.338584,-97.361224
48491021508,8560,20.57,4.852608506,30.53044233,-97.63593423,0.3151,0.1099,0.3263,0.602,0.3055,0,106,6027,30.338584,-97.361224
48491020805,8534,20.5,4.836095011,30.58560687,-97.54503813,0.5118,0.3907,0.1349,0.1009,0.2385,0,106,6027,30.338584,-97.361224
48453001854,7927,19.04,4.491670683,30.39799322,-97.45350065,0.4805,0.4179,0.6932,0.4195,0.5033,0,106,6027,30.338584,-97.361224
48491020509,7438,17.87,4.215659407,30.50824637,-97.75407494,0.0096,0.1756,0.2936,0.0073,0.0098,0,106,6027,30.338584,-97.361224
48491020809,7349,17.66,4.166118922,30.51490648,-97.52055361,0.4469,0.6064,0.451,0.0269,0.2423,0,106,6027,30.338584,-97.361224
48491021505,7214,17.33,4.088269587,30.53005373,-97.66005618,0.4134,0.2726,0.6239,0.4468,0.4295,0,106,6027,30.338584,-97.361224
48491020320,7010,16.84,3.972675121,30.54090239,-97.81897462,0.1449,0.1923,0.1746,0.2102,0.1263,0,106,6027,30.338584,-97.361224
48453001857,6840,16.43,3.875953221,30.46547996,-97.65863111,0.2026,0.4334,0.4736,0.3888,0.3145,0,106,6027,30.338584,-97.361224
48453001847,6785,16.3,3.845285301,30.42826092,-97.69022826,0.171,0.0758,0.5344,0.2335,0.1684,0,106,6027,30.338584,-97.361224
48491020604,6692,16.08,3.793385745,30.58649758,-97.73668231,0.1656,0.2436,0.1928,0.107,0.1083,0,106,6027,30.338584,-97.361224
48491020114,6625,15.92,3.755640613,30.66578345,-97.68368606,0.5143,0.6717,0.3751,0.8383,0.6263,0,106,6027,30.338584,-97.361224
48453001862,6608,15.88,3.746204331,30.45314005,-97.62669155,0.2261,0.2794,0.4635,0.3896,0.2861,0,106,6027,30.338584,-97.361224
48491021403,6017,14.46,3.411216286,30.60301679,-97.67279397,0.4408,0.1858,0.5057,0.2323,0.3095,0,106,6027,30.338584,-97.361224
48491021502,5778,13.88,3.274390183,30.53202831,-97.6782016,0.5494,0.4806,0.7068,0.2406,0.4812,0,106,6027,30.338584,-97.361224
48491020806,5720,13.74,3.241363193,30.5506136,-97.593562,0.0944,0.172,0.5098,0.0503,0.0851,0,106,6027,30.338584,-97.361224
48491020503,5503,13.22,3.118691514,30.48957964,-97.71359559,0.089,0.2243,0.3365,0.0867,0.0906,0,106,6027,30.338584,-97.361224
48491020411,5425,13.03,3.07386917,30.46090521,-97.74142011,0.0313,0.0797,0.3692,0.22,0.087,0,106,6027,30.338584,-97.361224
48453001848,5373,12.91,3.045560322,30.41798514,-97.68557182,0.3234,0.1143,0.6502,0.2862,0.2919,0,106,6027,30.338584,-97.361224
48491020508,5320,12.78,3.014892402,30.48786432,-97.77422483,0.1524,0.1195,0.4998,0.2749,0.1838,0,106,6027,30.338584,-97.361224
48491021402,5298,12.73,3.003097048,30.63803037,-97.68006342,0.7073,0.7619,0.5065,0.9866,0.857,1,106,6027,30.338584,-97.361224
48491020803,5128,12.32,2.906375148,30.62643543,-97.61494631,0.3742,0.2176,0.4139,0.291,0.294,0,106,6027,30.338584,-97.361224
48491020110,5115,12.29,2.899297936,30.61709254,-97.7654477,0.0411,0.2737,0.0193,0.1184,0.052,0,106,6027,30.338584,-97.361224
48491020317,4913,11.8,2.78370347,30.51776058,-97.79313825,0.1261,0.2685,0.276,0.1713,0.14,0,106,6027,30.338584,-97.361224
48491020115,4790,11.51,2.715290418,30.69573953,-97.7087431,0.0457,0.71,0.045,0.009,0.0369,0,106,6027,30.338584,-97.361224
48491021601,4649,11.17,2.635082013,30.78917209,-97.57700458,0.2629,0.1082,0.2326,0.239,0.1644,0,106,6027,30.338584,-97.361224
48491021503,4591,11.03,2.602055023,30.52179573,-97.67926598,0.5997,0.1182,0.6088,0.5931,0.495,0,106,6027,30.338584,-97.361224
48491020106,4491,10.79,2.545437325,30.71249207,-97.68152466,0.0249,0.1862,0.0256,0.0664,0.0223,0,106,6027,30.338584,-97.361224
48491020706,4414,10.6,2.500614981,30.51297207,-97.6187658,0.2088,0.2118,0.2175,0.0284,0.0649,0,106,6027,30.338584,-97.361224
48453001860,4367,10.49,2.474665203,30.45254913,-97.64589813,0.5216,0.343,0.6702,0.7652,0.6119,1,106,6027,30.338584,-97.361224
48491020900,4279,10.28,2.425124718,30.54481816,-97.30482621,0.3535,0.5284,0.1039,0.3255,0.2901,0,106,6027,30.338584,-97.361224
48491020112,4232,10.17,2.39917494,30.65833231,-97.78598297,0.1405,0.077,0.1599,0.1561,0.0726,0,106,6027,30.338584,-97.361224
48491020109,3894,9.36,2.20809021,30.69227146,-97.76944229,0.1153,0.628,0.0134,0,0.0305,0,106,6027,30.338584,-97.361224
48491021506,3875,9.31,2.196294856,30.55246201,-97.63342862,0.1794,0.3716,0.4078,0.0361,0.1187,0,106,6027,30.338584,-97.361224
48491020310,3703,8.9,2.099572956,30.54602255,-97.76728012,0.204,0.2023,0.1394,0.0894,0.0937,0,106,6027,30.338584,-97.361224
48491021401,11524,27.69,6.532266871,30.62584855,-97.6516439,0.2149,0.2088,0.4336,0.3117,0.2335,0,107,6027,30.338584,-97.361224
48491020804,11472,27.56,6.501598951,30.51898997,-97.59156233,0.146,0.1693,0.2259,0.081,0.0791,0,107,6027,30.338584,-97.361224
48453002209,10054,24.15,5.69715583,30.32665791,-97.48323458,0.6337,0.5018,0.7094,0.268,0.5421,0,107,6027,30.338584,-97.361224
48021950200,9340,22.44,5.293754734,30.35372137,-97.3741789,0.7711,0.6978,0.6813,0.9476,0.8708,0,107,6027,30.338584,-97.361224
48453001856,8716,20.94,4.939894124,30.36993993,-97.57876256,0.2211,0.1854,0.6293,0.3466,0.2846,0,107,6027,30.338584,-97.361224
48021950100,8177,19.65,4.635573998,30.28187195,-97.33860952,0.487,0.5646,0.5392,0.3764,0.4737,0,107,6027,30.338584,-97.361224
48491021504,7978,19.17,4.522338603,30.57530682,-97.66756177,0.1685,0.0624,0.315,0.2605,0.1294,0,107,6027,30.338584,-97.361224
48491020708,7930,19.05,4.494029754,30.50429311,-97.63317137,0.185,0.1515,0.3462,0.0146,0.0492,0,107,6027,30.338584,-97.361224
48491020605,7888,18.95,4.470439047,30.5677209,-97.7330029,0.246,0.3664,0.1878,0.0035,0.0628,0,107,6027,30.338584,-97.361224
48491020105,7102,17.06,4.024574678,30.71471731,-97.74421207,0.1211,0.357,0.0312,0.0282,0.0384,0,107,6027,30.338584,-97.361224
48491020506,6915,16.61,3.918416494,30.51254953,-97.72697786,0.157,0.3042,0.2766,0.051,0.0952,0,107,6027,30.338584,-97.361224
48027023403,6465,15.53,3.663636855,30.9588392,-97.48683332,0.0478,0.7535,0.1467,0.3098,0.2099,0,107,6027,30.338584,-97.361224
48491020704,6067,14.58,3.439525135,30.50364653,-97.66739633,0.413,0.5225,0.4983,0.4742,0.4564,0,107,6027,30.338584,-97.361224
48491020602,5881,14.13,3.333366952,30.52462369,-97.69973088,0.5076,0.5712,0.6018,0.4044,0.514,0,107,6027,30.338584,-97.361224
48491020107,5757,13.83,3.262594829,30.73181473,-97.71288108,0.0246,0.4432,0.0034,0.0286,0.0227,0,107,6027,30.338584,-97.361224
48491020707,5033,12.09,2.852116521,30.50519103,-97.65206284,0.4203,0.4524,0.4221,0.2365,0.3491,0,107,6027,30.338584,-97.361224
48453001861,4941,11.87,2.800216965,30.4638238,-97.63905224,0.2086,0.0621,0.6591,0.1398,0.1661,0,107,6027,30.338584,-97.361224
48027023402,4911,11.8,2.78370347,30.9077188,-97.2951695,0.3548,0.8223,0.1953,0.3403,0.389,0,107,6027,30.338584,-97.361224
48491020111,3850,9.25,2.182140432,30.66625833,-97.70536558,0.2382,0.2906,0.3051,0.3405,0.2479,0,107,6027,30.338584,-97.361224
48027023404,3763,9.04,2.132599946,30.90005501,-97.55963809,0.2577,0.3735,0.1741,0.5833,0.318,0,107,6027,30.338584,-97.361224
48491021202,3719,8.93,2.106650168,30.58980984,-97.42270381,0.2694,0.815,0.4792,0.1372,0.3297,0,107,6027,30.338584,-97.361224
48491020108,3695,8.88,2.094854815,30.68752924,-97.67324297,0.3082,0.6072,0.0696,0.6257,0.3677,0,107,6027,30.338584,-97.361224
48491021300,3669,8.81,2.078341319,30.72490703,-97.43312124,0.4869,0.2484,0.4692,0.8517,0.5543,0,107,6027,30.338584,-97.361224
48453001853,3336,8.01,1.88961566,30.44407186,-97.68008507,0.0568,0.1555,0.4132,0.1999,0.124,0,107,6027,30.338584,-97.361224
48029110900,1498,3.6,3.565515594,29.43894725,-98.48279291,0.1382,0.0222,0.552,0.8502,0.2694,0,108,6029,28.952237,-97.887161
48029190504,2877,6.91,6.843809099,29.45974928,-98.51188302,0.6477,0.2388,0.749,0.4847,0.5705,1,109,6029,28.952237,-97.887161
48029110800,1905,4.58,4.536128173,29.44236035,-98.49298231,0.829,0.606,0.5891,0.9607,0.8642,1,110,6029,28.952237,-97.887161
48493000300,6015,14.45,14.31158343,29.14076275,-98.17685457,0.6241,0.8563,0.6251,0.985,0.879,1,111,6029,28.952237,-97.887161
48493000104,5059,12.15,12.03361513,29.31616405,-98.12297202,0.1535,0.1864,0.0187,0.1573,0.0799,0,111,6029,28.952237,-97.887161
48029141900,4769,11.46,11.35022464,29.32928034,-98.29821671,0.4291,0.4865,0.3213,0.1053,0.2679,0,111,6029,28.952237,-97.887161
48493000600,3911,9.4,9.309957385,29.03066254,-98.09927309,0.3479,0.1921,0.4845,0.5112,0.3568,0,111,6029,28.952237,-97.887161
48493000102,3858,9.27,9.181202656,29.31348574,-98.03483334,0.4938,0.6949,0.2473,0.3213,0.4197,0,111,6029,28.952237,-97.887161
48493000402,3090,7.42,7.348923809,29.18189502,-98.07435811,0.5062,0.8784,0.4943,0.9862,0.8109,0,111,6029,28.952237,-97.887161
48255970100,2492,5.99,5.932621781,29.02406373,-97.88201257,0.1013,0.5076,0.0176,0.0856,0.0831,0,111,6029,28.952237,-97.887161
48493000201,2486,5.97,5.912813361,29.17548571,-98.32010425,0.7027,0.4949,0.5346,0.436,0.5776,1,111,6029,28.952237,-97.887161
48493000202,2478,5.95,5.893004941,29.08688712,-98.2547821,0.5425,0.3614,0.4283,0.4331,0.4493,0,111,6029,28.952237,-97.887161
48123970100,4366,10.49,9.731092181,29.22894422,-97.18078364,0.5141,0.7769,0.4275,0.7472,0.6306,1,112,6031,29.202338,-97.076333
48285000500,3735,8.97,8.321057851,29.25062994,-96.99062039,0.3581,0.5802,0.2559,0.8803,0.5317,0,112,6031,29.202338,-97.076333
48285000600,2965,7.12,6.604897648,29.29509391,-97.13805701,0.5429,0.9816,0.5763,0.6699,0.7327,1,112,6031,29.202338,-97.076333
48029121605,2033,4.88,4.52695232,29.54576736,-98.32897638,0.5333,0.7518,0.1788,0.0198,0.2296,0,112,6031,29.202338,-97.076333
48157673101,70271,168.83,182.9574713,29.74140364,-95.81885527,0.1414,0.1569,0.4556,0.1629,0.1463,0,113,6063,30.215075,-96.410272
48041000202,8432,20.26,21.95533003,30.65857834,-96.46910763,0.5521,0.2203,0.5629,0.8667,0.6035,0,113,6063,30.215075,-96.410272
48477170500,7172,17.23,18.67178363,30.22642803,-96.52029519,0.3942,0.3992,0.2397,0.2582,0.2928,0,113,6063,30.215075,-96.410272
48477170400,7024,16.88,18.2924961,30.12150845,-96.43187438,0.6214,0.2101,0.509,0.8097,0.5906,0,113,6063,30.215075,-96.410272
48477170200,6936,16.66,18.05408679,30.189143,-96.45566998,0.3874,0.7943,0.2328,0.8757,0.5877,0,113,6063,30.215075,-96.410272
48477170600,4832,11.61,12.58150946,30.22070632,-96.21781662,0.468,0.8458,0.2439,0.2952,0.4395,0,113,6063,30.215075,-96.410272
48051970500,4570,10.98,11.89879189,30.36521358,-96.60239813,0.6644,0.9205,0.3269,0.5787,0.6644,0,113,6063,30.215075,-96.410272
